Você é autônomo?,Quantos funcionários sua empresa ou organização possui?,Seu empregador é principalmente uma empresa/organização de tecnologia?,O seu empregador oferece benefícios de saúde mental como parte da cobertura de saúde?,Você conhece as opções de cuidados de saúde mental disponíveis sob sua cobertura fornecida pelo empregador?,"Seu empregador já discutiu formalmente a saúde mental (por exemplo, como parte de uma campanha de bem -estar ou outra comunicação oficial)?",O seu empregador oferece recursos para aprender mais sobre preocupações e opções de saúde mental para procurar ajuda?,O seu anonimato está protegido se você optar por aproveitar os recursos de tratamento de saúde mental ou abuso de substâncias fornecidos pelo seu empregador?,"Se um problema de saúde mental o levasse a solicitar uma licença médica do trabalho, pedir que a licença seria:",Você acha que discutir um distúrbio de saúde mental com seu empregador teria consequências negativas?,Você acha que discutir um problema de saúde física com seu empregador teria consequências negativas?,Você se sentiria à vontade para discutir um distúrbio de saúde mental com seus colegas de trabalho?,Você se sentiria confortável discutindo um distúrbio de saúde mental com seu (s) supervisor (s) direto (s)?,Você acha que seu empregador leva a saúde mental tão a sério quanto a saúde física?,Você já ouviu falar ou observar consequências negativas para os colegas de trabalho que foram abertos sobre problemas de saúde mental em seu local de trabalho?,Você estaria disposto a discutir um problema de saúde mental com seu (s) supervisor (s) direto (s)?,Você estaria disposto a apresentar um problema de saúde física com um empregador em potencial em uma entrevista?,Você traria um problema de saúde mental com um empregador em potencial em uma entrevista?,Você sente que ser identificado como uma pessoa com um problema de saúde mental prejudicaria sua carreira?,Você acha que os membros da equipe/colegas de trabalho o levariam mais negativamente se soubessem que você sofria de um problema de saúde mental?,Quão disposto você estaria em compartilhar com amigos e familiares que você tem uma doença mental?,Você tem um histórico familiar de doença mental?,Você já teve um distúrbio de saúde mental no passado?,Você atualmente tem um distúrbio de saúde mental?,Você foi diagnosticado com uma condição de saúde mental por um profissional médico?,Você já procurou tratamento para um problema de saúde mental de um profissional de saúde mental?,"Se você tem um problema de saúde mental, sente que isso interfere no seu trabalho ao ser tratado de maneira eficaz?","Se você tem um problema de saúde mental, sente que isso interfere no seu trabalho quando não é tratado de maneira eficaz?",Qual é a sua idade?,Qual é o seu gênero?,Qual das opções a seguir melhor descreve sua posição de trabalho?,Você trabalha remotamente?
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,42,male,One-person shop,Always
0,100-500,1.0,Yes,No,No,No,I don't know,Somewhat easy,Maybe,No,No,Maybe,I don't know,No,Some of my previous employers,Maybe,No,Maybe,Maybe,Neutral,No,Maybe,Maybe,No,0,Never,Sometimes,41,Female,Supervisor/Team Lead|Front-end Developer,Never
0,26-100,0.0,Yes,Yes,No,Yes,I don't know,Somewhat easy,No,No,Maybe,Maybe,Yes,No,Some of my previous employers,Maybe,Maybe,"No, I don't think it would",Maybe,Somewhat not open,No,No,No,No,0,Not applicable to me,Not applicable to me,36,Male,Executive Leadership,Sometimes
0,26-100,1.0,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Yes,No,Maybe,No,Yes,No,Some of my previous employers,No,No,Maybe,"No, I don't think they would",Very open,Yes,Yes,Yes,Yes,1,Not applicable to me,Often,23,Male,Back-end Developer,Sometimes
0,More than 1000,0.0,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,No,Maybe,Maybe,No,Yes,No,"No, at none of my previous employers",Maybe,No,Maybe,Maybe,Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Often,54,Female,Other,Never
0,26-100,0.0,I don't know,I am not sure,Yes,Yes,Yes,Neither easy nor difficult,Maybe,No,Yes,Maybe,I don't know,Yes,I don't know,Maybe,Maybe,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),No,No,No,No,0,Not applicable to me,Not applicable to me,34,female,Other,Never
0,6-25,1.0,I don't know,No,No,No,I don't know,Very easy,Yes,No,Yes,Yes,I don't know,No,Some of my previous employers,No,No,"Yes, I think it would",Maybe,Very open,No,No,No,No,0,Not applicable to me,Not applicable to me,36,m,Back-end Developer|DevOps/SysAdmin,Never
0,1-5,1.0,Yes,Yes,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Maybe,I don't know,No,I don't know,No,No,Maybe,Maybe,Very open,Yes,No,No,No,0,Not applicable to me,Not applicable to me,27,male,Front-end Developer,Never
0,100-500,1.0,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,I don't know,No,Some of my previous employers,Maybe,No,"Yes, I think it would","Yes, I think they would",Very open,Yes,Yes,Yes,Yes,1,Never,Never,32,male,Designer,Always
0,6-25,1.0,Yes,Yes,No,No,No,Very difficult,Yes,Yes,Maybe,No,No,No,,Maybe,Maybe,Maybe,Maybe,Not open at all,I don't know,Yes,Maybe,Yes,1,Sometimes,Sometimes,21,Male,Front-end Developer|Back-end Developer|DevOps/SysAdmin|Supervisor/Team Lead,Never
0,1-5,1.0,I don't know,No,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No,"Yes, at all of my previous employers",Yes,Yes,Maybe,"No, I don't think they would",Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,44,m,Other,Always
0,26-100,1.0,I don't know,I am not sure,I don't know,I don't know,I don't know,Neither easy nor difficult,No,No,Maybe,Yes,Yes,No,Some of my previous employers,No,No,Maybe,Maybe,Somewhat not open,I don't know,Yes,Yes,No,0,Sometimes,Sometimes,33,m,Supervisor/Team Lead|Back-end Developer,Always
0,More than 1000,1.0,Yes,No,No,I don't know,Yes,Very difficult,Maybe,No,No,No,No,Yes,"No, at none of my previous employers",Yes,No,"Yes, I think it would","Yes, I think they would",Not open at all,Yes,Yes,Yes,Yes,1,Sometimes,Often,38,M,Supervisor/Team Lead|Support,Sometimes
0,More than 1000,1.0,Yes,I am not sure,Yes,Yes,I don't know,I don't know,Maybe,No,Maybe,Maybe,No,No,Some of my previous employers,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Maybe,No,No,0,Sometimes,Sometimes,38,Male,DevOps/SysAdmin|Other,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,No,No,"No, I don't think it would","No, I don't think they would",Somewhat not open,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,38,female,Designer,Always
0,1-5,1.0,I don't know,No,No,I don't know,No,Very difficult,Maybe,Maybe,No,No,No,Yes,I don't know,Maybe,Yes,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),I don't know,No,No,No,1,Sometimes,Not applicable to me,22,Female,Other,Always
1,,,,,,,,,,,,,,,"No, at none of my previous employers",Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat open,I don't know,Yes,Yes,Yes,1,Sometimes,Often,33,mtf,Other|Executive Leadership|Supervisor/Team Lead|HR|Support|Sales|Designer|One-person shop,Sometimes
0,More than 1000,0.0,I don't know,No,No,No,I don't know,Very difficult,Maybe,Maybe,No,Yes,No,No,Some of my previous employers,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Yes,No,No,No,0,Not applicable to me,Not applicable to me,27,f,Front-end Developer,Never
1,,,,,,,,,,,,,,,Some of my previous employers,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Yes,Yes,Yes,No,1,Rarely,Sometimes,55,female,One-person shop,Sometimes
0,6-25,0.0,No,No,No,No,I don't know,Somewhat difficult,Maybe,No,Yes,No,I don't know,No,"No, at none of my previous employers",No,No,"Yes, I think it would",Maybe,Somewhat open,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,66,male,Front-end Developer,Sometimes
0,1-5,0.0,I don't know,I am not sure,No,No,I don't know,Very difficult,Maybe,Maybe,No,No,Yes,No,,No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Yes,Maybe,Maybe,No,1,Not applicable to me,Not applicable to me,25,Male,Back-end Developer|Support|DevOps/SysAdmin,Sometimes
0,26-100,1.0,Not eligible for coverage / N/A,,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Maybe,I don't know,No,I don't know,Maybe,No,Maybe,Maybe,Neutral,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,22,Male,Front-end Developer|Back-end Developer|DevOps/SysAdmin,Never
0,26-100,1.0,No,No,No,No,I don't know,Somewhat easy,No,No,Yes,Yes,No,No,"No, at none of my previous employers",Maybe,Maybe,"No, I don't think it would",Maybe,Somewhat not open,No,No,No,No,0,Sometimes,Often,29,male,Front-end Developer,Sometimes
0,100-500,1.0,No,No,Yes,Yes,No,Somewhat easy,Yes,No,No,Yes,I don't know,Yes,Some of my previous employers,No,Maybe,"Yes, it has","Yes, they do",Somewhat not open,No,Yes,No,No,1,Sometimes,Sometimes,33,Male,Executive Leadership,Never
0,6-25,1.0,No,No,No,No,I don't know,Somewhat difficult,Maybe,No,No,No,I don't know,No,"No, at none of my previous employers",Yes,No,"Yes, I think it would","Yes, I think they would",Not open at all,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,27,Male,Front-end Developer|Back-end Developer|DevOps/SysAdmin,Never
0,6-25,1.0,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Yes,Maybe,No,Maybe,I don't know,No,Some of my previous employers,Maybe,Maybe,"Yes, it has","Yes, they do",Somewhat not open,I don't know,Yes,Maybe,Yes,1,Never,Sometimes,44,male,Front-end Developer,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,Maybe,"Yes, I think it would",Maybe,Somewhat open,I don't know,Yes,Yes,No,1,Rarely,Often,38,Male,One-person shop,Sometimes
0,6-25,0.0,I don't know,I am not sure,No,I don't know,I don't know,I don't know,Maybe,No,No,No,I don't know,No,I don't know,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,32,M,Supervisor/Team Lead|Designer|Front-end Developer|Support,Always
0,500-1000,0.0,Yes,I am not sure,Yes,Yes,No,Very difficult,Yes,No,Maybe,No,No,No,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Not open at all,No,No,No,No,0,Not applicable to me,Not applicable to me,59,female,Support,Never
1,,,,,,,,,,,,,,,Some of my previous employers,Yes,Maybe,Maybe,Maybe,Somewhat open,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,43,man,Back-end Developer|Front-end Developer|One-person shop,Sometimes
1,,,,,,,,,,,,,,,,Maybe,No,"Yes, I think it would",Maybe,Very open,No,Yes,Yes,Yes,1,Sometimes,Often,55,female,Front-end Developer,Always
0,More than 1000,1.0,Yes,Yes,I don't know,I don't know,I don't know,Neither easy nor difficult,No,No,Yes,Yes,Yes,No,"Yes, at all of my previous employers",Yes,Yes,"No, I don't think it would","No, I don't think they would",Very open,Yes,Yes,No,Yes,1,Sometimes,Sometimes,32,Male,Other,Always
0,More than 1000,0.0,Not eligible for coverage / N/A,,No,Yes,I don't know,Very difficult,Yes,No,No,No,No,No,"No, at none of my previous employers",Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Not open at all,I don't know,No,Maybe,No,0,Not applicable to me,Not applicable to me,41,male,Front-end Developer,Never
0,1-5,1.0,No,I am not sure,No,Yes,I don't know,Very easy,No,No,Yes,Yes,Yes,No,,Yes,Maybe,"Yes, I think it would",Maybe,Very open,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,38,f,Front-end Developer|Back-end Developer,Always
1,,,,,,,,,,,,,,,"No, at none of my previous employers",No,No,"Yes, I think it would",Maybe,Not open at all,No,Yes,Yes,Yes,1,Sometimes,Often,46,Male,Executive Leadership|One-person shop|Front-end Developer|Back-end Developer|Support|Supervisor/Team Lead,Sometimes
0,More than 1000,0.0,No,No,Yes,Yes,Yes,Somewhat difficult,No,No,Yes,Maybe,No,No,"No, at none of my previous employers",No,Maybe,"Yes, I think it would","No, I don't think they would",Somewhat open,Yes,Yes,No,Yes,1,Rarely,Sometimes,43,Male,Supervisor/Team Lead,Never
0,100-500,1.0,Yes,Yes,No,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,No,Some of my previous employers,No,No,"No, I don't think it would","No, they do not",Somewhat not open,Yes,Yes,Yes,Yes,1,Sometimes,Often,29,Female,Other,Always
1,,,,,,,,,,,,,,,Some of my previous employers,Yes,Yes,Maybe,Maybe,Somewhat open,I don't know,Maybe,No,No,0,Not applicable to me,Not applicable to me,42,male,Back-end Developer,Always
0,100-500,1.0,I don't know,I am not sure,Yes,I don't know,I don't know,Very easy,No,No,Yes,Maybe,I don't know,No,,No,No,"Yes, I think it would","Yes, I think they would",Neutral,No,No,No,No,0,Not applicable to me,Not applicable to me,25,female ,Back-end Developer|Front-end Developer,Never
0,26-100,1.0,Yes,Yes,Yes,No,No,Somewhat easy,No,No,Maybe,Yes,Yes,No,Some of my previous employers,No,No,"Yes, I think it would","Yes, they do",Neutral,No,Yes,Yes,Yes,0,Sometimes,Often,49,Male,Executive Leadership|Supervisor/Team Lead|Designer,Never
0,26-100,1.0,No,No,Yes,No,I don't know,I don't know,Yes,Yes,No,No,I don't know,No,"No, at none of my previous employers",No,No,Maybe,Maybe,Somewhat open,Yes,No,Yes,Yes,1,Sometimes,Sometimes,36,Male,Other,Always
1,,,,,,,,,,,,,,,"No, at none of my previous employers",Yes,Maybe,"Yes, I think it would",Maybe,Somewhat not open,No,Yes,No,No,0,Not applicable to me,Often,30,Male,One-person shop,Always
0,26-100,1.0,I don't know,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,No,I don't know,Maybe,No,"No, I don't think it would",Maybe,Somewhat open,Yes,No,No,No,0,Not applicable to me,Not applicable to me,28,Male,Other,Sometimes
0,More than 1000,0.0,I don't know,No,No,No,I don't know,Somewhat difficult,Maybe,Maybe,No,No,No,No,"No, at none of my previous employers",Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Yes,Yes,Yes,Yes,1,Sometimes,Often,37,m,Support|Front-end Developer|Designer,Sometimes
0,6-25,0.0,Not eligible for coverage / N/A,Yes,No,No,Yes,Somewhat difficult,Yes,No,No,No,I don't know,Yes,Some of my previous employers,No,No,"Yes, I think it would","Yes, I think they would",Neutral,Yes,Maybe,Yes,Yes,0,Rarely,Often,23,female,Other|Support|Back-end Developer|Front-end Developer|Designer,Sometimes
1,,,,,,,,,,,,,,,I don't know,Yes,Maybe,Maybe,Maybe,Neutral,Yes,No,No,No,0,Not applicable to me,Not applicable to me,37,Male,DevOps/SysAdmin,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,Maybe,"Yes, it has",Maybe,Very open,No,Maybe,Yes,Yes,1,Often,Often,42,m,One-person shop|Designer|Front-end Developer|Back-end Developer,Always
0,More than 1000,0.0,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,No,No,Maybe,Yes,Yes,No,Some of my previous employers,No,No,Maybe,"Yes, I think they would",Somewhat not open,Yes,Yes,Yes,Yes,1,Sometimes,Often,32,male,Other,Never
0,1-5,1.0,No,,I don't know,I don't know,I don't know,Somewhat difficult,No,No,No,Maybe,I don't know,No,Some of my previous employers,Maybe,Maybe,Maybe,Maybe,Somewhat not open,I don't know,No,Maybe,No,0,Not applicable to me,Not applicable to me,28,Male,Front-end Developer,Always
0,More than 1000,0.0,I don't know,I am not sure,No,I don't know,I don't know,Neither easy nor difficult,No,No,No,Maybe,I don't know,No,Some of my previous employers,Maybe,No,Maybe,Maybe,Neutral,Yes,Yes,Yes,Yes,1,Sometimes,Sometimes,28,M,Back-end Developer,Never
0,More than 1000,1.0,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Maybe,No,No,No,No,No,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Often,29,Male,Back-end Developer,Never
0,100-500,1.0,I don't know,I am not sure,No,I don't know,I don't know,I don't know,No,No,Yes,Yes,Yes,No,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Very open,No,Maybe,Maybe,Yes,0,Sometimes,Often,35,Male,Supervisor/Team Lead,Always
1,,,,,,,,,,,,,,,Some of my previous employers,Yes,No,"Yes, it has","Yes, they do",Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Often,31,Female,Back-end Developer,Sometimes
1,,,,,,,,,,,,,,,I don't know,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Often,46,Female,One-person shop,Never
1,,,,,,,,,,,,,,,"No, at none of my previous employers",Maybe,Maybe,Maybe,Maybe,Somewhat open,I don't know,Yes,Maybe,Yes,1,Rarely,Sometimes,19,male,Dev Evangelist/Advocate|DevOps/SysAdmin|Designer|Front-end Developer|Support,Sometimes
0,500-1000,1.0,Not eligible for coverage / N/A,I am not sure,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No,Some of my previous employers,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat open,I don't know,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,35,Male,Other|Designer|Front-end Developer,Always
0,More than 1000,0.0,Yes,I am not sure,No,Yes,Yes,Somewhat easy,No,No,Yes,Yes,I don't know,No,Some of my previous employers,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Very open,I don't know,Maybe,No,No,0,Rarely,Never,31,Male,Back-end Developer,Sometimes
1,,,,,,,,,,,,,,,,Maybe,Maybe,Maybe,Maybe,Somewhat not open,No,No,No,No,0,Not applicable to me,Not applicable to me,31,Male,Executive Leadership,Sometimes
0,More than 1000,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,Yes,No,"No, at none of my previous employers",Yes,Yes,"Yes, I think it would","Yes, I think they would",Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,37,m,Front-end Developer,Always
0,6-25,1.0,I don't know,I am not sure,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No,Some of my previous employers,Maybe,Maybe,Maybe,"No, I don't think they would",Very open,Yes,Yes,Yes,Yes,1,Never,Often,34,Female,Support,Sometimes
0,26-100,1.0,Yes,Yes,No,No,I don't know,Very easy,No,No,Maybe,Yes,I don't know,No,Some of my previous employers,Maybe,Maybe,"No, I don't think it would",Maybe,Very open,Yes,Yes,No,Yes,1,Never,Sometimes,39,Woman,Other|Front-end Developer,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Very open,Yes,No,No,No,1,Not applicable to me,Sometimes,29,Female,Front-end Developer|One-person shop,Always
0,100-500,1.0,Yes,Yes,No,No,I don't know,Somewhat difficult,Maybe,No,No,Maybe,I don't know,No,"No, at none of my previous employers",Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Rarely,Often,29,female,Back-end Developer,Always
0,More than 1000,1.0,Yes,I am not sure,No,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Some of my previous employers,Yes,Maybe,Maybe,Maybe,Somewhat open,Yes,Yes,No,No,1,Never,Sometimes,63,Male,Back-end Developer,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,No,Maybe,Maybe,Somewhat open,No,Maybe,Yes,Yes,1,Rarely,Often,45,male,Designer|Front-end Developer|Back-end Developer|Sales|Supervisor/Team Lead,Never
1,,,,,,,,,,,,,,,"Yes, at all of my previous employers",Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat not open,I don't know,Maybe,Maybe,No,0,Sometimes,Sometimes,35,m,Front-end Developer|Back-end Developer|Dev Evangelist/Advocate,Always
1,,,,,,,,,,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Yes,Yes,Maybe,Yes,1,Often,Sometimes,32,Male,Back-end Developer|One-person shop,Always
1,,,,,,,,,,,,,,,"No, at none of my previous employers",Yes,No,"Yes, I think it would","Yes, I think they would",Not open at all,I don't know,Maybe,No,No,0,Not applicable to me,Not applicable to me,44,Male,One-person shop,Always
0,More than 1000,0.0,No,,No,No,I don't know,Very difficult,Yes,Yes,No,No,No,Yes,"No, at none of my previous employers",No,No,"Yes, it has","Yes, I think they would",Somewhat not open,Yes,Yes,Yes,Yes,1,Often,Often,28,Queer,Support,Never
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,Maybe,Maybe,"Yes, I think they would",Somewhat open,No,Maybe,Maybe,No,1,Not applicable to me,Not applicable to me,39,male,DevOps/SysAdmin,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,No,No,"Yes, I think it would","Yes, I think they would",Neutral,Yes,Yes,Maybe,No,1,Rarely,Often,55,female,One-person shop,Sometimes
1,,,,,,,,,,,,,,,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Yes,Maybe,Yes,Yes,1,Sometimes,Often,33,female,Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer|Support,Sometimes
0,6-25,1.0,No,No,No,No,No,Very easy,No,No,Yes,Yes,Yes,No,Some of my previous employers,No,Yes,Maybe,"No, I don't think they would",Neutral,No,No,No,No,0,Not applicable to me,Not applicable to me,19,Male,Front-end Developer|Back-end Developer|Support|Supervisor/Team Lead,Always
0,More than 1000,1.0,Yes,No,No,No,Yes,Somewhat easy,Maybe,No,No,No,No,Yes,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Maybe,Maybe,No,0,Rarely,Often,40,Male,Other,Always
0,More than 1000,0.0,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,No,Maybe,Yes,I don't know,No,,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat open,Yes,Maybe,No,Yes,1,Never,Sometimes,49,F,Supervisor/Team Lead,Sometimes
0,6-25,1.0,Not eligible for coverage / N/A,,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No,Some of my previous employers,Maybe,Maybe,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),I don't know,No,No,No,0,Not applicable to me,Not applicable to me,27,Female,Front-end Developer,Sometimes
0,More than 1000,0.0,Yes,Yes,No,Yes,Yes,Somewhat easy,Maybe,No,No,No,No,No,Some of my previous employers,Yes,No,"Yes, it has","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Often,39,male,Designer,Never
0,More than 1000,0.0,I don't know,I am not sure,Yes,Yes,Yes,Neither easy nor difficult,No,No,Yes,Yes,Yes,No,Some of my previous employers,Yes,Yes,"No, I don't think it would","No, they do not",Very open,No,Yes,Yes,Yes,1,Never,Sometimes,35,Male,Support,Never
0,26-100,1.0,I don't know,No,No,I don't know,I don't know,I don't know,Maybe,Maybe,Maybe,Maybe,I don't know,No,Some of my previous employers,Maybe,Maybe,Maybe,Maybe,Somewhat open,I don't know,Maybe,Maybe,No,0,Rarely,Sometimes,35,M,Supervisor/Team Lead|Front-end Developer|Back-end Developer|Dev Evangelist/Advocate,Sometimes
0,26-100,1.0,Yes,I am not sure,No,No,I don't know,Very difficult,Maybe,Maybe,Maybe,No,No,No,Some of my previous employers,Maybe,No,"Yes, it has","Yes, I think they would",Somewhat open,I don't know,Yes,Yes,Yes,1,Rarely,Often,42,female,Designer,Sometimes
0,6-25,1.0,Yes,Yes,Yes,No,Yes,Very easy,No,No,Maybe,Yes,Yes,No,Some of my previous employers,Yes,Yes,"No, I don't think it would",Maybe,Somewhat open,No,No,No,No,0,Not applicable to me,Not applicable to me,35,Male,One-person shop,Sometimes
0,100-500,1.0,I don't know,No,No,I don't know,I don't know,Somewhat difficult,No,No,Maybe,Yes,Yes,No,Some of my previous employers,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,I don't know,Yes,No,Yes,1,Sometimes,Often,31,female,Support|Back-end Developer,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat open,Yes,Yes,Yes,Yes,1,Sometimes,Sometimes,44,Male ,Front-end Developer|Back-end Developer|DevOps/SysAdmin,Always
0,100-500,1.0,Yes,Yes,No,No,I don't know,I don't know,Maybe,Maybe,No,No,I don't know,No,"Yes, at all of my previous employers",Maybe,Maybe,Maybe,Maybe,Somewhat not open,I don't know,Maybe,Maybe,No,1,Sometimes,Sometimes,39,Male,Supervisor/Team Lead|DevOps/SysAdmin|Front-end Developer|Back-end Developer,Sometimes
1,,,,,,,,,,,,,,,"Yes, at all of my previous employers",Maybe,Maybe,Maybe,Maybe,Not applicable to me (I do not have a mental illness),I don't know,No,No,No,0,Not applicable to me,Not applicable to me,32,Male,DevOps/SysAdmin|Back-end Developer|Front-end Developer|One-person shop,Always
0,More than 1000,1.0,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,No,Maybe,Yes,No,I don't know,Yes,Maybe,Maybe,Maybe,Very open,No,No,No,No,0,Not applicable to me,Not applicable to me,45,m,Supervisor/Team Lead,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,Maybe,No,"Yes, I think it would","No, I don't think they would",Somewhat open,No,No,No,No,1,Not applicable to me,Not applicable to me,31,m,Designer,Sometimes
1,,,,,,,,,,,,,,,Some of my previous employers,No,No,Maybe,Maybe,Somewhat open,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,47,Female,One-person shop|Designer,Sometimes
0,26-100,1.0,No,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,No,Maybe,No,No,Some of my previous employers,Yes,No,Maybe,Maybe,Somewhat not open,Yes,Maybe,No,No,1,Not applicable to me,Not applicable to me,29,M,Back-end Developer,Sometimes
0,6-25,1.0,Yes,No,No,No,I don't know,I don't know,No,No,Yes,Yes,Yes,No,,No,No,"No, I don't think it would","No, I don't think they would",Somewhat open,Yes,Yes,No,Yes,1,Never,Often,20,Male,Back-end Developer,Always
0,100-500,1.0,Not eligible for coverage / N/A,,No,I don't know,I don't know,Very difficult,Yes,Maybe,Maybe,Maybe,I don't know,No,,No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Yes,No,No,No,0,Not applicable to me,Not applicable to me,34,m,Other,Never
0,500-1000,1.0,Not eligible for coverage / N/A,,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No,Some of my previous employers,Maybe,No,"No, I don't think it would","No, I don't think they would",Very open,No,Yes,Yes,Yes,1,Rarely,Often,33,Agender,Dev Evangelist/Advocate|Back-end Developer|Front-end Developer,Never
1,,,,,,,,,,,,,,,I don't know,No,No,Maybe,"Yes, I think they would",Somewhat open,Yes,Maybe,Maybe,No,1,Sometimes,Often,56,female,One-person shop|Front-end Developer|Back-end Developer,Always
1,,,,,,,,,,,,,,,"Yes, at all of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Not open at all,Yes,Yes,Yes,No,0,Rarely,Not applicable to me,35,Male,One-person shop,Sometimes
0,100-500,1.0,Yes,Yes,No,I don't know,I don't know,I don't know,Yes,No,No,No,I don't know,No,"No, at none of my previous employers",No,No,"Yes, I think it would","Yes, I think they would",Neutral,Yes,Yes,Yes,Yes,1,Sometimes,Often,31,m,DevOps/SysAdmin,Sometimes
0,More than 1000,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,No,Yes,Yes,I don't know,Yes,Some of my previous employers,No,No,"No, it has not","No, they do not",Very open,Yes,Yes,Yes,Yes,1,Rarely,Often,36,Male,Executive Leadership,Sometimes
0,100-500,1.0,Yes,Yes,No,Yes,No,Somewhat easy,Maybe,Maybe,No,No,I don't know,Yes,"No, at none of my previous employers",Yes,Yes,Maybe,Maybe,Somewhat open,Yes,No,Yes,No,0,Not applicable to me,Not applicable to me,30,Male,Support,Always
